day,month,year,hour,minute,second,umid,temp,gX,gY,gZ
3,1,25,18,30,46,69,140,0,0,0
3,1,25,18,30,48,69,140,0,0,0
3,1,25,18,30,49,69,140,0,0,0
3,1,25,18,30,50,69,140,0,0,0
3,1,25,18,30,52,69,140,0,0,0
3,1,25,18,30,53,69,140,0,0,0
3,1,25,18,30,54,69,140,0,0,0
3,1,25,18,30,56,69,140,0,0,0
3,1,25,18,30,57,69,140,0,0,0
3,1,25,18,30,58,69,140,0,0,0
3,1,25,18,31,0,69,140,0,0,0
3,1,25,18,31,1,69,140,0,0,0
3,1,25,18,31,2,69,140,0,0,0
3,1,25,18,31,4,69,140,0,0,0
3,1,25,18,31,5,69,140,0,0,0
3,1,25,18,31,6,69,140,0,0,0
3,1,25,18,31,8,69,140,0,0,0
3,1,25,18,31,9,69,140,0,0,0
3,1,25,18,31,10,69,140,0,0,0
3,1,25,18,31,12,69,140,0,0,0
3,1,25,18,31,13,69,140,0,0,0
3,1,25,18,31,14,69,140,0,0,0
3,1,25,18,31,16,69,140,0,0,0
3,1,25,18,31,17,69,140,0,0,0
3,1,25,18,31,18,69,140,0,0,0
3,1,25,18,31,20,69,140,0,0,0
3,1,25,18,31,21,69,140,0,0,0
3,1,25,18,31,22,69,140,0,0,0
3,1,25,18,31,24,69,140,0,0,0
3,1,25,18,31,25,69,140,0,0,0
3,1,25,18,31,26,69,140,0,0,0
3,1,25,18,31,28,69,140,0,0,0
3,1,25,18,31,29,69,140,0,0,0
3,1,25,18,31,30,69,140,0,0,0
3,1,25,18,31,32,69,140,0,0,0
3,1,25,18,31,33,69,140,0,0,0
3,1,25,18,31,34,69,140,0,0,0
3,1,25,18,31,36,69,140,0,0,0
3,1,25,18,31,37,69,140,0,0,0
3,1,25,18,31,38,69,140,0,0,0
3,1,25,18,31,40,69,140,0,0,0
3,1,25,18,31,41,69,140,0,0,0
3,1,25,18,31,42,69,140,0,0,0
3,1,25,18,31,44,69,140,0,0,0
3,1,25,18,31,45,69,140,0,0,0
3,1,25,18,31,46,69,140,0,0,0
3,1,25,18,31,48,69,140,0,0,0
3,1,25,18,31,49,69,140,0,0,0
3,1,25,18,31,50,69,140,0,0,0
3,1,25,18,31,52,69,140,0,0,0
3,1,25,18,31,53,69,140,0,0,0
3,1,25,18,31,54,69,140,0,0,0
3,1,25,18,31,56,69,140,0,0,0
3,1,25,18,31,57,69,140,0,0,0
3,1,25,18,31,58,68,140,0,0,0
3,1,25,18,32,0,68,140,0,0,0
3,1,25,18,32,1,68,140,0,0,0
3,1,25,18,32,2,68,140,0,0,0
3,1,25,18,32,4,68,140,0,0,0
3,1,25,18,32,5,68,140,0,0,0
3,1,25,18,32,6,68,140,0,0,0
3,1,25,18,32,8,68,140,0,0,0
3,1,25,18,32,9,68,140,0,0,0
3,1,25,18,32,10,68,140,0,0,0
3,1,25,18,32,12,67,140,0,0,0
3,1,25,18,32,13,67,140,0,0,0
3,1,25,18,32,14,67,140,0,0,0
3,1,25,18,32,16,67,140,0,0,0
3,1,25,18,32,17,67,140,0,0,0
3,1,25,18,32,18,67,140,0,0,0
3,1,25,18,32,20,67,140,0,0,0
3,1,25,18,32,21,67,140,0,0,0
3,1,25,18,32,22,67,140,0,0,0
3,1,25,18,32,24,67,140,0,0,0
3,1,25,18,32,25,68,140,0,0,0
3,1,25,18,32,26,67,140,0,0,0
3,1,25,18,32,28,67,140,0,0,0
3,1,25,18,32,29,67,140,0,0,0
3,1,25,18,32,30,67,140,0,0,0
3,1,25,18,32,32,67,140,0,0,0
3,1,25,18,32,33,67,140,0,0,0
3,1,25,18,32,35,67,140,0,1,0
3,1,25,18,32,36,67,140,0,0,0
3,1,25,18,32,37,67,140,0,0,0
3,1,25,18,32,39,68,140,0,0,0
3,1,25,18,32,40,68,140,0,0,0
3,1,25,18,32,41,68,140,0,0,0
3,1,25,18,32,43,68,140,0,0,0
3,1,25,18,32,44,68,140,0,0,0
3,1,25,18,32,45,68,140,0,0,0
3,1,25,18,32,47,68,140,0,0,0
3,1,25,18,32,48,68,140,0,0,0
3,1,25,18,32,49,68,140,0,0,0
3,1,25,18,32,51,68,140,0,0,0
3,1,25,18,32,52,68,140,0,0,0
3,1,25,18,32,53,68,140,0,0,0
3,1,25,18,32,55,68,140,0,0,0
3,1,25,18,32,56,68,140,0,0,0
3,1,25,18,32,57,68,140,0,0,0
3,1,25,18,32,59,68,140,0,0,0
3,1,25,18,33,0,68,140,0,0,0
3,1,25,18,33,1,68,140,0,0,0
3,1,25,18,33,3,68,140,0,0,0
3,1,25,18,33,4,68,140,0,0,0
3,1,25,18,33,5,67,140,0,0,0
3,1,25,18,33,7,67,140,0,0,0
3,1,25,18,33,8,67,140,0,0,0
3,1,25,18,33,9,67,140,0,0,0
3,1,25,18,33,11,67,140,0,0,0
3,1,25,18,33,12,67,140,0,0,0
3,1,25,18,33,13,67,140,0,0,0
3,1,25,18,33,15,67,140,0,0,0
3,1,25,18,33,16,67,140,0,0,0
3,1,25,18,33,17,67,140,0,0,0
3,1,25,18,33,19,67,140,0,0,0
3,1,25,18,33,20,67,140,0,0,0
3,1,25,18,33,21,66,140,0,0,0
3,1,25,18,33,23,66,140,0,0,0
3,1,25,18,33,24,66,140,0,0,0
3,1,25,18,33,25,66,140,0,0,0
3,1,25,18,33,27,66,140,0,0,0
3,1,25,18,33,28,66,140,0,0,0
3,1,25,18,33,29,66,140,0,0,0
3,1,25,18,33,31,66,140,0,0,0
3,1,25,18,33,32,66,140,0,0,0
3,1,25,18,33,33,66,140,0,0,0
3,1,25,18,33,35,66,140,0,0,0
3,1,25,18,33,36,66,140,0,0,0
3,1,25,18,33,37,66,140,0,0,0
3,1,25,18,33,39,67,140,0,0,0
3,1,25,18,33,40,67,140,0,0,0
3,1,25,18,33,41,67,140,0,0,0
3,1,25,18,33,43,67,140,0,0,0
3,1,25,18,33,44,67,140,0,0,0
3,1,25,18,33,45,66,140,0,0,0
3,1,25,18,33,47,66,140,0,0,0
3,1,25,18,33,48,67,140,0,0,0
3,1,25,18,33,49,67,140,0,0,0
3,1,25,18,33,51,67,140,0,0,0
3,1,25,18,33,52,67,140,0,0,0
3,1,25,18,33,53,67,140,0,0,0
3,1,25,18,33,55,67,140,0,0,0
3,1,25,18,33,56,67,140,0,0,0
3,1,25,18,33,57,67,140,0,0,0
3,1,25,18,33,59,67,140,0,0,0
3,1,25,18,34,0,66,140,0,0,0
3,1,25,18,34,1,67,140,0,0,0
3,1,25,18,34,3,66,140,0,0,0
3,1,25,18,34,4,67,140,0,0,0
3,1,25,18,34,5,67,140,0,0,0
3,1,25,18,34,7,67,140,0,0,0
3,1,25,18,34,8,67,140,0,0,0
3,1,25,18,34,9,67,140,0,0,0
3,1,25,18,34,11,67,140,0,0,0
3,1,25,18,34,12,67,140,0,0,0
3,1,25,18,34,13,67,140,0,0,0
3,1,25,18,34,15,67,140,0,0,0
3,1,25,18,34,16,67,140,0,0,0
3,1,25,18,34,17,67,140,0,0,0
3,1,25,18,34,19,67,140,0,0,0
3,1,25,18,34,20,67,140,0,0,0
3,1,25,18,34,21,68,140,0,0,0
3,1,25,18,34,23,67,140,0,0,0
3,1,25,18,34,24,68,140,0,0,0
3,1,25,18,34,25,67,140,0,0,0
3,1,25,18,34,27,67,140,0,0,0
3,1,25,18,34,28,67,140,0,0,0
3,1,25,18,34,30,67,140,0,0,0
3,1,25,18,34,31,67,140,0,0,0
3,1,25,18,34,32,67,140,0,0,0
3,1,25,18,34,34,67,140,0,0,0
3,1,25,18,34,35,67,140,0,0,0
3,1,25,18,34,36,67,140,0,0,0
3,1,25,18,34,38,67,140,0,0,0
3,1,25,18,34,39,67,140,0,0,0
3,1,25,18,34,40,67,140,0,0,0
3,1,25,18,34,42,67,140,0,0,0
3,1,25,18,34,43,67,140,0,0,0
3,1,25,18,34,44,67,140,0,0,0
3,1,25,18,34,46,67,140,0,0,0
3,1,25,18,34,47,68,140,0,0,0
3,1,25,18,34,48,68,140,0,0,0
3,1,25,18,34,50,68,140,0,0,0
3,1,25,18,34,51,68,140,0,0,0
3,1,25,18,34,52,68,140,0,0,0
3,1,25,18,34,54,68,140,0,0,0
3,1,25,18,34,55,68,140,0,0,0
3,1,25,18,34,56,68,140,0,0,0
3,1,25,18,34,58,68,140,0,0,0
3,1,25,18,34,59,68,140,0,0,0
3,1,25,18,35,0,68,140,0,0,0
3,1,25,18,35,2,68,140,0,0,0
3,1,25,18,35,3,68,140,0,0,0
3,1,25,18,35,4,68,140,0,0,0
3,1,25,18,35,6,68,140,0,0,0
3,1,25,18,35,7,68,140,0,0,0
3,1,25,18,35,8,68,140,0,0,0
3,1,25,18,35,10,68,140,0,0,0
3,1,25,18,35,11,68,140,0,0,0
3,1,25,18,35,12,68,140,0,0,0
3,1,25,18,35,14,68,140,0,0,0
3,1,25,18,35,15,68,140,0,0,0
3,1,25,18,35,16,68,140,0,0,0
3,1,25,18,35,18,68,140,0,0,0
3,1,25,18,35,19,68,140,0,0,0
3,1,25,18,35,20,68,140,0,0,0
3,1,25,18,35,22,68,140,0,0,0
3,1,25,18,35,23,68,140,0,0,0
3,1,25,18,35,24,68,140,0,0,0
3,1,25,18,35,26,68,140,0,0,0
3,1,25,18,35,27,68,140,0,0,0
3,1,25,18,35,28,68,140,0,0,0
3,1,25,18,35,30,68,140,0,0,0
3,1,25,18,35,31,68,140,0,0,0
3,1,25,18,35,32,68,140,0,0,0
3,1,25,18,35,34,68,140,0,0,0
3,1,25,18,35,35,68,140,0,0,0
3,1,25,18,35,36,68,140,0,0,0
3,1,25,18,35,38,68,140,0,0,0
3,1,25,18,35,39,68,140,0,0,0
3,1,25,18,35,40,68,140,0,0,0
3,1,25,18,35,42,68,140,0,0,0
3,1,25,18,35,43,68,140,0,0,0
3,1,25,18,35,44,68,140,0,0,0
3,1,25,18,35,46,68,140,0,0,0
3,1,25,18,35,47,68,140,0,0,0
3,1,25,18,35,48,68,140,0,0,0
3,1,25,18,35,50,68,140,0,0,0
3,1,25,18,35,51,68,140,0,0,0
3,1,25,18,35,52,67,140,0,0,0
3,1,25,18,35,54,67,140,0,0,0
3,1,25,18,35,55,67,140,0,0,0
3,1,25,18,35,56,67,140,0,0,0
3,1,25,18,35,58,67,140,0,0,0
3,1,25,18,35,59,67,140,0,0,0
3,1,25,18,36,0,66,140,0,0,0
3,1,25,18,36,2,66,140,0,0,0
3,1,25,18,36,3,66,140,0,0,0
3,1,25,18,36,4,66,140,0,0,0
3,1,25,18,36,6,66,140,0,0,0
3,1,25,18,36,7,66,140,0,0,0
3,1,25,18,36,9,66,140,0,0,0
3,1,25,18,36,10,66,140,0,0,0
3,1,25,18,36,11,66,140,0,0,0
3,1,25,18,36,13,66,140,0,0,0
3,1,25,18,36,14,66,140,0,0,0
3,1,25,18,36,15,66,140,0,0,0
3,1,25,18,36,17,66,140,0,0,0
3,1,25,18,36,18,66,140,0,0,0
3,1,25,18,36,19,66,140,0,0,0
3,1,25,18,36,21,66,140,0,0,0
3,1,25,18,36,22,66,140,0,0,0
3,1,25,18,36,23,66,140,0,0,0
3,1,25,18,36,25,66,140,0,0,0
3,1,25,18,36,26,66,140,0,0,0
3,1,25,18,36,27,66,140,0,0,0
3,1,25,18,36,29,66,140,0,0,0
3,1,25,18,36,30,66,140,0,0,0
3,1,25,18,36,31,66,140,0,0,0
3,1,25,18,36,33,66,140,0,0,0
3,1,25,18,36,34,66,140,0,0,0
3,1,25,18,36,35,66,140,0,0,0
3,1,25,18,36,37,66,140,0,0,0
3,1,25,18,36,38,66,140,0,0,0
3,1,25,18,36,39,66,140,0,0,0
3,1,25,18,36,41,66,140,0,0,0
3,1,25,18,36,42,66,140,0,0,0
3,1,25,18,36,43,67,140,0,0,0
3,1,25,18,36,45,66,140,0,0,0
3,1,25,18,36,46,67,140,0,0,0
3,1,25,18,36,48,67,140,0,0,0
3,1,25,18,36,49,67,140,0,0,0
3,1,25,18,36,50,67,140,0,0,0
3,1,25,18,36,52,67,140,0,0,0
3,1,25,18,36,53,67,140,0,0,0
3,1,25,18,36,54,67,140,0,0,0
3,1,25,18,36,56,67,140,0,0,0
3,1,25,18,36,57,67,140,0,0,0
3,1,25,18,36,58,67,140,0,0,0
3,1,25,18,37,0,67,140,0,0,0
3,1,25,18,37,1,67,140,0,0,0
3,1,25,18,37,2,67,140,0,0,0
3,1,25,18,37,4,67,140,0,0,0
3,1,25,18,37,5,67,140,0,0,0
3,1,25,18,37,6,67,140,0,0,0
3,1,25,18,37,8,67,140,0,0,0
3,1,25,18,37,9,67,140,0,0,0
3,1,25,18,37,10,67,140,0,0,0
3,1,25,18,37,12,67,140,0,0,0
3,1,25,18,37,13,68,140,0,0,0
3,1,25,18,37,14,68,140,0,0,0
3,1,25,18,37,16,68,140,0,0,0
3,1,25,18,37,17,68,140,0,0,0
3,1,25,18,37,18,68,140,0,0,0
3,1,25,18,37,20,68,140,0,0,0
3,1,25,18,37,21,68,140,0,0,0
3,1,25,18,37,22,68,140,0,0,0
3,1,25,18,37,24,68,140,0,0,0
3,1,25,18,37,25,68,140,0,0,0
3,1,25,18,37,27,68,140,0,0,0
3,1,25,18,37,28,68,140,0,0,0
3,1,25,18,37,29,68,140,0,0,0
3,1,25,18,37,31,68,140,0,0,0
3,1,25,18,37,32,68,140,0,0,0
3,1,25,18,37,33,68,140,0,0,0
3,1,25,18,37,35,68,140,0,0,0
3,1,25,18,37,36,68,140,0,0,0
3,1,25,18,37,37,68,140,0,0,0
3,1,25,18,37,39,68,140,0,0,0
3,1,25,18,37,40,68,140,0,0,0
3,1,25,18,37,41,68,140,0,0,0
3,1,25,18,37,43,68,140,0,0,0
